text,E,S,G,nonESG
Suncrest Inc launched a new product that features improved UX.,0,0,0,1
Suncrest Inc reported quarterly revenue growth of 35% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
Acme Corp reported quarterly revenue growth of 65% and exceeded guidance.,0,0,0,1
Acme Corp launched a new product that features longer battery life.,0,0,0,1
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Acme Corp launched a new product that features longer battery life.,0,0,0,1
Greenfield Ltd reduced its wind by 18% after investing in solar panels.,1,0,0,0
Suncrest Inc reported quarterly revenue growth of 7% and exceeded guidance.,0,0,0,1
Greenfield Ltd continues to foster a culture of responsibility. Greenfield Ltd reported a 55% increase in workforce inclusion year-over-year.,1,1,0,0
Acme Corp continues to foster a culture of responsibility. The initiative is part of the company's broader strategic plan.,1,0,0,0
NovaSolutions reported quarterly revenue growth of 62% and exceeded guidance.,0,0,0,1
Suncrest Inc launched a new product that features improved UX.,0,0,0,1
Suncrest Inc reported quarterly revenue growth of 11% and exceeded guidance.,0,0,0,1
We prioritize being green and supporting sustainable practices at Acme Corp. The initiative is part of the company's broader strategic plan.,1,0,0,0
Suncrest Inc launched a new product that features improved UX.,0,0,0,1
NovaSolutions launched a new product that features longer battery life.,0,0,0,1
Acme Corp launched a new product that features longer battery life. The initiative is part of the company's broader strategic plan.,0,0,0,1
NovaSolutions reported a 69% increase in workforce recycling year-over-year.,0,1,0,0
Acme Corp launched a new product that features longer battery life. The initiative is part of the company's broader strategic plan.,0,0,0,1
We prioritize being green and supporting sustainable practices at Acme Corp. The initiative is part of the company's broader strategic plan.,1,0,0,0
Atlas Manufacturing reduced its employee safety by 16% after investing in energy-efficient systems. The initiative is part of the company's broader strategic plan.,1,0,0,0
NovaSolutions reduced its net-zero by 57% after investing in wind turbines. NovaSolutions reported a 39% increase in workforce carbon emissions year-over-year.,1,1,0,0
Acme Corp reported quarterly revenue growth of 42% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
Greenfield Ltd continues to foster a culture of responsibility.,1,0,0,0
The board at NovaSolutions approved new audit policy to strengthen transparency.,0,0,1,0
Suncrest Inc launched a new product that features longer battery life.,0,0,0,1
Atlas Manufacturing launched a diversity initiative to improve compliance across all sites.,0,1,0,0
Suncrest Inc is committed to sustainability and being a responsible company. Suncrest Inc updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,1,0,1,0
Acme Corp reported quarterly revenue growth of 61% and exceeded guidance.,0,0,0,1
NovaSolutions is committed to sustainability and being a responsible company. The board at NovaSolutions approved new ethics policy to strengthen inclusion.,1,0,1,0
Greenfield Ltd is committed to sustainability and being a responsible company.,1,0,0,0
Suncrest Inc launched a new product that features longer battery life.,0,0,0,1
NovaSolutions reported quarterly revenue growth of 18% and exceeded guidance.,0,0,0,1
Greenfield Ltd launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing reported quarterly revenue growth of 36% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
NovaSolutions launched a diversity initiative to improve transparency across all sites.,0,1,0,0
The board at NovaSolutions approved new ethics policy to strengthen wind.,0,0,1,0
Greenfield Ltd reduced its community engagement by 29% after investing in energy-efficient systems. Greenfield Ltd reported a 37% increase in workforce audit year-over-year.,1,1,0,0
Suncrest Inc is committed to sustainability and being a responsible company. The board at Suncrest Inc approved new ethics policy to strengthen board.,1,0,1,0
Acme Corp set a target to source 63% renewable energy by 2025.,1,0,0,0
Atlas Manufacturing continues to foster a culture of responsibility. The initiative is part of the company's broader strategic plan.,1,0,0,0
Greenfield Ltd reported a 67% increase in workforce solar year-over-year.,0,1,0,0
Greenfield Ltd updated its executive compensation policy after shareholder review.,0,0,1,0
NovaSolutions reported a 39% increase in workforce audit year-over-year. The initiative is part of the company's broader strategic plan.,0,1,0,0
Greenfield Ltd set a target to source 46% renewable energy by 2029.,1,0,0,0
Acme Corp reduced its board by 29% after investing in energy-efficient systems.,1,0,0,0
Atlas Manufacturing continues to foster a culture of responsibility. Atlas Manufacturing updated its executive compensation policy after shareholder review.,1,0,1,0
Greenfield Ltd reported quarterly revenue growth of 17% and exceeded guidance.,0,0,0,1
NovaSolutions continues to foster a culture of responsibility.,1,0,0,0
Atlas Manufacturing reported quarterly revenue growth of 43% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
Suncrest Inc continues to foster a culture of responsibility.,1,0,0,0
The board at Suncrest Inc approved new audit policy to strengthen executive compensation.,0,0,1,0
Greenfield Ltd reduced its recycling by 47% after investing in energy-efficient systems. Greenfield Ltd launched a diversity initiative to improve labor rights across all sites.,1,1,0,0
Atlas Manufacturing reported quarterly revenue growth of 53% and exceeded guidance.,0,0,0,1
Suncrest Inc reported a 39% increase in workforce net-zero year-over-year. The board at Suncrest Inc approved new ethics policy to strengthen community engagement.,0,1,1,0
NovaSolutions launched a diversity initiative to improve labor rights across all sites.,0,1,0,0
Greenfield Ltd set a target to source 24% renewable energy by 2027. Greenfield Ltd launched a diversity initiative to improve transparency across all sites.,1,1,0,0
Atlas Manufacturing launched a new product that features longer battery life.,0,0,0,1
We prioritize being green and supporting sustainable practices at Greenfield Ltd.,1,0,0,0
We prioritize being green and supporting sustainable practices at Atlas Manufacturing.,1,0,0,0
Greenfield Ltd updated its executive compensation policy after shareholder review.,0,0,1,0
Atlas Manufacturing reported quarterly revenue growth of 23% and exceeded guidance.,0,0,0,1
Suncrest Inc continues to foster a culture of responsibility.,1,0,0,0
Acme Corp updated its executive compensation policy after shareholder review.,0,0,1,0
Acme Corp reported quarterly revenue growth of 35% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
The board at Greenfield Ltd approved new transparency policy to strengthen compliance.,0,0,1,0
Suncrest Inc launched a new product that features longer battery life. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing is committed to sustainability and being a responsible company.,1,0,0,0
Atlas Manufacturing reported quarterly revenue growth of 63% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
Greenfield Ltd continues to foster a culture of responsibility.,1,0,0,0
Atlas Manufacturing reported quarterly revenue growth of 19% and exceeded guidance.,0,0,0,1
Greenfield Ltd reduced its inclusion by 54% after investing in wind turbines.,1,0,0,0
Atlas Manufacturing continues to foster a culture of responsibility. Atlas Manufacturing launched a safety training program to improve diversity across all sites.,1,1,0,0
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Greenfield Ltd continues to foster a culture of responsibility. Greenfield Ltd reported a 67% increase in workforce board year-over-year. Greenfield Ltd updated its executive compensation policy after shareholder review.,1,1,1,0
Suncrest Inc continues to foster a culture of responsibility. The initiative is part of the company's broader strategic plan.,1,0,0,0
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Acme Corp launched a new product that features longer battery life.,0,0,0,1
Suncrest Inc reported quarterly revenue growth of 63% and exceeded guidance.,0,0,0,1
We prioritize being green and supporting sustainable practices at Atlas Manufacturing. Atlas Manufacturing reported a 23% increase in workforce executive compensation year-over-year.,1,1,0,0
Greenfield Ltd launched a new product that features longer battery life.,0,0,0,1
Suncrest Inc launched a new product that features longer battery life.,0,0,0,1
